Project,Year,Budget,Gross floor area (Cement floor finish),Gross floor area (unglazed tiles),"gross floor area  (cement floor finish, groove)",Number of floors,Grade 40,Grade 60,Number of rooms,Volume of structural concrete (cu.m.) wall footing/septic vault/stiffners CLASS A 28 DAYS / Lean Concrete,Volume of structural concrete (cu.m.) footings on fill CLASS A 28 DAYS,Volume of structural concrete (cu.m.) footing tie beams CLASS A 28 DAYS,Volume of structural concrete (cu.m.) columns CLASS A 28 DAYS,Volume of structural concrete (cu.m.) suspended slab CLASS A 28 DAYS,Volume of structural concrete (cu.m.) beams/girders CLASS A 28 DAYS,Volume of structural concrete (cu.m.) 3000 PSI  CLASS A 28 DAYS,Volume of structural concrete (cu.m.)  CLASS A 14 DAYS,Volume of structural concrete (cu.m.)  CLASS A 28 DAYS,Volume of structural concrete (cu.m.)  CLASS A 28 DAYS 4000 PSI,Volume of structural concrete (cu.m.)  CLASS B 28 DAYS,Volume of structural concrete (cu.m.)  CLASS AA 400 PSI @ 28 days,Volume of structural concrete (cu.m.)  CLASS A/B 2500 psi 28 days / Reimforced concrete,Area of formworks (sq.m.),Types of footings/foundation,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
"2 STY 4 CLS Buenavista, Guimaras",2024,15514440.95,164855.7792,84314.79,0.0,0.0,1050912.72,2868576.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650223.7388,0.0,0.0,0.0,0.0,1291491.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 3 CLS Barobo, Surigao Del sur",2024,9611535.48,114078.86000000002,15056.72,0.0,0.0,688873.64,923341.3200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199070.14,0.0,0.0,0.0,0.0,0.0,0.0,292830.5896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 3 CLS Barobo, Surigao Del sur",2024,9651558.77,68637.90780000002,192480.66809999998,0.0,0.0,1053889.2952,798177.2744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1611420.234,0.0,0.0,0.0,0.0,0.0,0.0,195737.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 3 CLS Barobo, Surigao Del sur",2024,9687517.65,139598.82580000002,36172.530099999996,0.0,0.0,706623.76,869246.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056853.9732,0.0,0.0,0.0,0.0,0.0,0.0,145628.68480000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 3 CLS Barobo, Surigao Del sur",2024,9718956.84,162276.48780000003,31799.206599999998,0.0,0.0,602373.9188000001,741844.1272000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485566.699,0.0,0.0,0.0,0.0,0.0,0.0,98815.3784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 3 CLS Barobo, Surigao Del sur",2024,9930171.7,154567.18760000003,91870.10979999999,0.0,0.0,1040118.0,1257796.0648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369392.1469999999,0.0,0.0,0.0,0.0,0.0,0.0,301480.4392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Pontevedra, Negros Occidnetal",2024,4915295.55,80550.0,16437.600000000002,0.0,0.0,1086905.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796564.0,0.0,0.0,0.0,0.0,0.0,0.0,244593.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS La Corlota, Negros Occidnetal",2024,4925053.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 STY 2 CLS Valladolid, Negros Occidental",2024,4948168.58,89915.28,20057.0682,0.0,0.0,810975.4147000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421917.7784,0.0,0.0,0.0,0.0,0.0,0.0,241672.07679999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Project 148: San Enrique Negros Occidental,2024,4947465.01,89915.28,20090.3239,0.0,0.0,810975.4147000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421917.7784,0.0,0.0,0.0,0.0,0.0,0.0,241672.07679999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Project 149: LA Carlota Negros Occidental,2024,4960678.36,37464.700000000004,11663.9992,0.0,0.0,864602.9456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913063.5380000001,0.0,0.0,0.0,0.0,0.0,0.0,194200.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 2 CLS BAgo CityNegros Occidental,2024,4949269.88,89915.28,19937.5151,0.0,0.0,810975.4147000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421917.7784,0.0,0.0,0.0,0.0,0.0,0.0,241672.07679999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 2 CLS Bago City Negros Occidental,2024,4925053.59,54620.06,12993.542300000001,0.0,0.0,973601.1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699789.686,0.0,0.0,0.0,0.0,0.0,0.0,473587.2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 2 CLS Pulupandan Negros Occidental,2024,4942656.33,80550.0,13698.0,0.0,0.0,1076652.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837624.0,0.0,0.0,0.0,0.0,0.0,0.0,241243.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 STY 6 CLS San Mateo Rizal,2023,24959293.13,260609.54100000003,45304.71,0.0,0.0,2922419.4017000003,3384422.9000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3138547.2378000002,0.0,0.0,0.0,0.0,1370304.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3 STY 9 CLS Baler, Aurora",2023,29456364.98,452032.515,123270.329,0.0,0.0,2832938.1417,7535730.432,0.0,0.0,213918.0797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3610817.9772000005,0.0,0.0,0.0,1312053.3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 4 CLS DIlasag, Aurora",2023,9728874.27,129848.94,27931.150799999996,0.0,0.0,1482081.1611000001,0.0,0.0,0.0,425194.2561,141315.75900000002,132332.89680000002,124810.66260000001,253418.95800000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587900.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 4 CLS Dipaculao, Aurora",2023,9809368.69,122527.07999999999,27781.1514,0.0,0.0,1411345.3348,0.0,0.0,0.0,414431.15910000005,135484.63650000002,131003.4909,119660.5911,242962.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573479.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Lorenzo Guimaras,2024,15600784.32,240734.82399999996,64326.465,0.0,0.0,827099.2999999999,2489433.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2112673.3488000003,0.0,0.0,0.0,0.0,0.0,0.0,602997.7772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS Surigao City Surigao del norte,2024,21200658.33,100122.50279999999,38579.655,0.0,0.0,1711738.377,5059389.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3971358.8064,0.0,0.0,0.0,599691.3539999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 12 CLS Donsol, Sorsogon",2024,61380991.62,518406.02040000004,92725.51000000001,0.0,0.0,3329755.6529999995,7892059.8808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3620036.3345999997,0.0,0.0,0.0,1178184.9239999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 12 CLS Donsol, Sorsogon",2024,61379478.66,518419.565,92725.51000000001,0.0,0.0,3329755.6529999995,7892059.8808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3620036.3345999997,0.0,0.0,0.0,1178184.9239999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 3 CLS Hinatuan, Surigao Del Sur",2024,9748288.86,22050.0882,243804.69260000004,0.0,0.0,1194460.8048,1541522.7584000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155788.0594,0.0,0.0,0.0,0.0,0.0,0.0,283683.0304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS San Fernando, La Union",2020,10225396.27,155246.22,25082.55,0.0,0.0,802690.42,1979924.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136125.5,0.0,0.0,718272.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Santol, La Union",2020,11643725.83,152704.8,27669.0,0.0,0.0,830369.4,2009040.5699999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132957.25,699073.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Calumpit, Bulacan",2020,17427043.69,181708.1528,66761.53,0.0,0.0,3009077.9546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115122.7496,0.0,0.0,0.0,0.0,1386579.4237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Concepcion, Tarlac",2020,14286556.91,202809.2026,49448.77160000001,0.0,0.0,1522633.1292,2201487.2855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411100.2008,0.0,0.0,0.0,0.0,539604.1658999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 10 CLS Concepcion, Tarlac",2020,22950890.2,340233.185,107087.62019999999,0.0,0.0,2369632.9306,3385818.4184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2295015.9622,0.0,0.0,0.0,0.0,904351.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 10 CLS Concepcion, Tarlac",2020,23388848.19,340233.185,107087.62019999999,0.0,0.0,2444321.4972,3385818.4184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370646.4832,0.0,0.0,0.0,0.0,904351.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Balaoan, La Union",2020,12120899.92,155246.22,25082.55,0.0,0.0,802690.42,2238498.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131558.85,725244.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS San Gabriel, La Union",2020,11961936.91,150156.18,26305.600000000002,0.0,0.0,871887.87,2038157.0999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144297.40000000002,681004.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Sudipen, La Union",2020,18138493.34,66145.14,521307.76,0.0,0.0,947930.28,3391046.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217360.0,960283.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Alcala, Pangasinan",2020,16204711.8,78246.8144,695909.7483,0.0,0.0,1010137.0604,1892351.8119,0.0,0.0,179827.1544,0.0,1193798.9819999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804890.0390999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Santo Tomas, Pangasinan",2020,26765713.42,85427.22,1182070.79,0.0,0.0,1525945.4896000002,2800784.7868,0.0,0.0,257367.5496,0.0,1804533.6204000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193721.7185999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Villasis, Pangasinan",2020,12013356.38,39396.972,489921.0628,0.0,0.0,798355.9584,1395070.1358999999,0.0,0.0,133961.9064,0.0,964165.3289999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608742.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS San Quintin, Pangasinan",2020,13552545.56,86053.5488,44900.4796,0.0,0.0,771860.4010000001,1395070.1358999999,0.0,0.0,130857.378,0.0,917866.8114000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586421.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS Olongapo City,2019,11747123.96,139250.636,79332.5728,0.0,0.0,0.0,2206044.8896000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052158.464,0.0,0.0,0.0,0.0,1931155.4250000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Santol, La Union",2019,9535693.24,191779.9821,0.0,0.0,0.0,809069.3688,2174445.1884000003,0.0,0.0,166208.3232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067951.9901,0.0,0.0,0.0,500574.99799999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Tulong, Negros oriental",2019,15860831.98,182473.6648,19349.932800000002,0.0,0.0,1981880.7200000002,3433449.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268516.5848,0.0,0.0,282170.89800000004,490755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 8 CLS Capas, Tarlac",2019,19008987.48,270990.1264,97921.87439999999,0.0,0.0,2026823.2836000002,3082987.8289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949208.9867,0.0,0.0,0.0,0.0,642521.9717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 6 CLS Capas Tarlac,2019,13050852.26,186074.1396,46788.9581,0.0,0.0,1436547.8698999998,2047805.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315659.2427,0.0,0.0,0.0,0.0,446808.74569999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 8 CLS Bamban, Tarlac",2019,20674448.34,298496.3744,96429.9576,0.0,0.0,2079104.8680000002,3221158.4558999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2034223.6767,0.0,0.0,0.0,0.0,715418.2231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Concepcion, Tarlac",2019,4790554.26,56397.51,12828.391200000002,0.0,0.0,1037742.7392,0.0,0.0,0.0,263497.2912,65756.292,61438.168000000005,0.0,124950.0779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165321.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Bamban, Tarlac",2019,10500982.26,148855.2408,46618.890100000004,0.0,0.0,1148289.2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043200.0480000002,0.0,0.0,0.0,0.0,401183.12130000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Capas, tarlac",2019,10220155.8,144693.5812,45850.0827,0.0,0.0,1111048.3388,1576949.5601999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031230.1088,0.0,0.0,0.0,0.0,355317.7269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Concepcion, Tarlac",2019,10528728.45,136111.27459999998,46109.6865,0.0,0.0,1105704.3516,1564428.6671999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030427.136,0.0,0.0,0.0,0.0,386342.8022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Concepcion, Tarlac",2019,13341965.93,195577.9263,47242.38940000001,0.0,0.0,1400187.7396,1962813.2688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368607.3797,0.0,0.0,0.0,0.0,510459.6979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
