Project,Year,Budget,Gross floor area (Cement floor finish),Gross floor area (unglazed tiles),"gross floor area  (cement floor finish, groove)",Number of floors,Grade 40,Grade 60,Number of rooms,Volume of structural concrete (cu.m.) wall footing/septic vault/stiffners CLASS A 28 DAYS / Lean Concrete,Volume of structural concrete (cu.m.) footings on fill CLASS A 28 DAYS,Volume of structural concrete (cu.m.) footing tie beams CLASS A 28 DAYS,Volume of structural concrete (cu.m.) columns CLASS A 28 DAYS,Volume of structural concrete (cu.m.) suspended slab CLASS A 28 DAYS,Volume of structural concrete (cu.m.) beams/girders CLASS A 28 DAYS,Volume of structural concrete (cu.m.) 3000 PSI  CLASS A 28 DAYS,Volume of structural concrete (cu.m.)  CLASS A 14 DAYS,Volume of structural concrete (cu.m.)  CLASS A 28 DAYS,Volume of structural concrete (cu.m.)  CLASS A 28 DAYS 4000 PSI,Volume of structural concrete (cu.m.)  CLASS B 28 DAYS,Volume of structural concrete (cu.m.)  CLASS AA 400 PSI @ 28 days,Volume of structural concrete (cu.m.)  CLASS A/B 2500 psi 28 days / Reimforced concrete,Area of formworks (sq.m.),Types of footings/foundation,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
"3 STY 9 CLS San, Joquin, Iloilo",2018,14804621.77,102560.0625,473.0625,82.80999999999999,9.0,7302909103.843599,0.0,81.0,206.78440000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296621.8369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Tandag City, Surigao Del Sur",2024,4924058.92,29241.0,43.03359999999999,0.0,1.0,67335481.8724,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,608.6089000000001,0.0,0.0,0.0,0.0,31254.704099999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3 STY 12 CLS sIPALAY ciTY, nEGROS oCCIDENTAL",2018,30144572.16,1559901.0816000002,5452.345600000001,0.0,9.0,16439776028.9361,0.0,144.0,647.1936000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399942.40809999994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 3 CLS NABAS AKLAN,2023,9184048.94,65792.25,149.8176,0.0,1.0,443470951.5625,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12748.668099999999,0.0,0.0,0.0,0.0,641905.4161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 STY 6 CLS CEBU CITY,2018,16461811.0,390975.07839999994,1038.1283999999998,0.0,9.0,4347693243.961599,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154417.5616,0.0,0.0,0.0,0.0,1905504.1600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 STY 8 CLS SANTA ROSA LAGUNA,2018,38845165.0,400.0,29746116.0,0.0,16.0,1964705625.0,4261086729.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,0.0,0.0,164025.0,0.0,0.0,0.0,5841889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 6 CLS SANTA MARIA BULACAN,2024,23686235.62,369664.0,311330.5209,0.0,4.0,529964599.32159996,626665107.5583999,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49155.324100000005,0.0,0.0,0.0,0.0,0.0,1145499.2784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 4 CLS PATIKUL SULU,2000,9944999.11,1.0,169.0,0.0,1.0,364991472.5625,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13942.8864,0.0,0.0,0.0,0.0,0.0,0.0,571445.2836000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 STY 8 CLS CEBU CITY,2024,14915000.0,498436.0,3969.0,0.0,16.0,218714521.0,790706280.25,64.0,0.0,0.0,0.0,3364.0,3721.0,6822.759999999999,0.0,0.0,121.0,0.0,0.0,0.0,0.0,2547216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 STY 12 CLS ANTIPOLO RIZAL,2024,39202994.03,1695204.0,268904.47359999997,0.0,16.0,16187320224.359999,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545072.1240999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 STY 8 CLS SAN JOSE DEL MONTE BULACAN,2024,21233360.79,260712.36000000002,226452.2569,0.0,16.0,257564944.3689,1770813927.4816,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160264.1089,0.0,0.0,0.0,0.0,0.0,2998057.6201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 1 CLS TANDAG CITY, SURIGAO DEL SUR",2024,3444309.0,3969.0,54.022499999999994,0.0,1.0,40193698.0225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,684.3456,0.0,385.33689999999996,0.0,0.0,0.0,0.0,14318.515599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS NAGCARLAN LAGUNA,2024,9671400.0,11664.0,676.0,0.0,4.0,193265604.0,411562369.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.0,0.0,0.0,24336.0,0.0,0.0,0.0,1974025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS SAN JOSE BATANGAS,2024,24128750.0,784.0,31329.0,0.0,4.0,350064100.0,680009929.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,0.0,0.0,17161.0,0.0,0.0,0.0,1490841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 5 CLS La paz, zamboanga",2023,10629229.8,217556.9449,182.25,0.0,1.0,723889248.9360999,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,36936.9961,0.0,0.0,0.0,0.0,0.0,0.0,742923.3248999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 4 CLS Nueva Valencia Guimaas,2023,11442537.6,116964.0,236.23689999999996,0.0,1.0,41336798.5969,272311053.42249995,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24511.033600000002,0.0,0.0,0.0,0.0,85895.88639999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,246105.28809999998,519.1562250000001,0.0,4.0,3196917474.8641,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104649.015025,0.0,0.0,0.0,0.0,0.0,922598.6704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,246105.28809999998,519.1562250000001,0.0,4.0,3196917474.8641,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104649.015025,0.0,0.0,0.0,0.0,0.0,922598.6704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,246105.28809999998,519.1562250000001,0.0,4.0,3196917474.8641,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104649.015025,0.0,0.0,0.0,0.0,0.0,922598.6704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,246105.28809999998,519.1562250000001,0.0,4.0,3196917474.8641,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104649.015025,0.0,0.0,0.0,0.0,0.0,922598.6704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 2 CLS sibunag, guimaras",2018,8451679.65,149769.0,484.8804,0.0,4.0,611998824.7321,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24504.771599999996,0.0,0.0,0.0,0.0,190969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4 STY 12 CLS Lucena, QUezon Province (has lean concrete)",2018,34993788.33,1742848.8289,9551.152900000001,0.0,16.0,13433171610.4336,0.0,144.0,1558.6703999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420785.74239999993,0.0,0.0,0.0,0.0,10682242.456899999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS SIpalay City, Negros Occidnetal",2024,13979500.0,33705.2881,542.89,63504.0,4.0,826978852.4176,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29494.627600000003,0.0,0.0,0.0,0.0,0.0,0.0,942394.3929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Lapining, Northern Samar",2024,5949900.0,29241.0,0.0,0.0,1.0,109620900.0,19140625.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,0.0,0.0,0.0,212521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Las Navas, Northern Samar",2024,5961565.59,29241.0,0.0,0.0,1.0,109620900.0,19140625.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,0.0,0.0,0.0,212521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Project 98: Pambujan, Northern Samar",2024,5948888.0,29241.0,0.0,0.0,1.0,109620900.0,19140625.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,0.0,0.0,0.0,212521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 2 CLS MaLOLOS Bulacan,2024,9746839.41,17635.840000000004,0.0,0.0,4.0,410271101.52250004,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14184.81,0.0,0.0,0.0,0.0,881289.1129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4 STY 12 CLS Meycuayan, Bulacan",2024,39378915.66,2698791.84,1985590.9920999997,0.0,16.0,727045971.1641,5135035211.905601,144.0,2211.8209,0.0,0.0,0.0,0.0,0.0,0.0,369238.52249999996,0.0,0.0,0.0,0.0,0.0,6230315.5236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS taay, rizal",2023,19199166.94,209269.65159999998,453.69000000000005,0.0,4.0,572798062.24,689577096.04,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61896.4641,0.0,0.0,0.0,0.0,3175025.0596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 STY 9 CLS San Luis Aurora,2023,29466330.56,1111970.25,4452.892900000001,0.0,9.0,1518276680.1049,9627826799.8201,81.0,0.0,1795.2169,0.0,0.0,0.0,0.0,0.0,0.0,418531.3636000001,0.0,0.0,0.0,0.0,5157486.420100001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS BAcong Negros Oriental,2023,14848582.15,193600.0,475.24,0.0,4.0,190031739.04000002,576835502.7600001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,0.0,0.0,27225.0,0.0,0.0,0.0,2560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 6 CLS Nueva Valencia Guimaras,2023,18407495.54,311364.0,484.8804,0.0,4.0,285398789.0625,709521777.9224999,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55785.7161,0.0,0.0,0.0,0.0,740356.9936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 4 CLS Bulalcao Orietal mindoro,2023,11370123.47,156618.0625,2616.3224999999998,0.0,1.0,677009176.3600001,0.0,16.0,0.0,4051.3224999999998,320.40999999999997,364.81000000000006,376.35999999999996,1142.4399999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954138.2399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Castillejos, Zambales",2021,5543607.28,4032.25,793.5489000000001,0.0,4.0,801741.1599999999,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13388.8041,0.0,0.0,0.0,0.0,530.8416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Castillejos, Zambales",2021,4010862.85,342213.3001,2568.4624,0.0,4.0,1306962765.7636,1614306237.2649,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197669.16000000003,0.0,0.0,0.0,0.0,1736517.7729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Project 117: Basay, Negros Oriental",,,737417.2129,1900.96,0.0,4.0,622782470.4721,1220412303.3600001,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105215.8969,0.0,0.0,3051.4576,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS SIaton, Negros Oriental",,,173006.08359999998,475.24,0.0,4.0,150831803.4496,457845303.1824,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24736.9984,0.0,0.0,723.6099999999999,2250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Dauin, Negros Oriental",2020,11842000.0,173006.08359999998,475.24,0.0,4.0,150831803.4496,457845303.1824,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24736.9984,0.0,0.0,723.6099999999999,2250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4 STY 20 CLS Binalonan, Pangasinan",2020,52921088.86,594672.3225,1723680.1521000003,0.0,16.0,4348571569.69,19282335662.7225,400.0,563.5876,3216.0241,938805.9663999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28111204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4 STY 20 CLS Tobias Fornier, Antique",2020,46778280.56,4225655.809599999,9025.0,0.0,16.0,2899176336.0,13920460225.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831744.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 STY 8 CLS San Pedro Laguna,2024,38606000.0,8699196.3136,2916.0,0.0,16.0,1964705625.0,5311785924.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,0.0,0.0,164025.0,0.0,0.0,0.0,5841889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Roxas City, Capiz",2024,15435664.91,196816.4496,2894.4399999999996,0.0,4.0,420777835.63689995,430182029.0889001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43493.10250000001,0.0,0.0,0.0,0.0,2219504.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 STY 6 CLS Malolos Bulacan,2024,28962172.55,182158.24000000002,324.0,0.0,9.0,3053153703.6225,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,83503.66090000002,0.0,0.0,0.0,0.0,0.0,0.0,3867554.8921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Ma-ayon, Capiz",2024,14859476.05,196816.4496,2894.4399999999996,0.0,4.0,455233857.1641,444881322.6841,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42468.966400000005,0.0,0.0,0.0,0.0,1752976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Ma-ayon, Capiz",2024,15500399.65,196816.4496,2894.4399999999996,0.0,4.0,483534591.93639994,444881322.6841,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42468.966400000005,0.0,0.0,0.0,0.0,2163546.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Milagros, Masbate",2024,5850335.9,26968.2084,0.0,0.0,1.0,195238022.0176,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7880.112899999999,0.0,0.0,0.0,0.0,0.0,0.0,298028.64639999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 5 CLS Santa Ignacia, Tarlac",2024,18740697.35,222510.32409999997,398.40160000000003,0.0,1.0,666069381.2224,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69458.60250000001,0.0,0.0,0.0,0.0,5316114.1489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 3 CLS Pura Tarlac,2024,10979055.79,83873.95210000001,114.70410000000003,0.0,1.0,293822108.7376,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23860.9809,0.0,0.0,0.0,0.0,1067584.8976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 10 CLS Jordan, Guimaras",2024,39696137.55,984818.0644,4160.25,0.0,4.0,301404321.0,3688254361.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,174790.8864,0.0,0.0,0.0,0.0,0.0,0.0,5216336.244899999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 STY 8 CLS Quiot Pardo Cebu,2024,39759647.0,797449.0,9025.0,0.0,16.0,4471329424.0,4858508209.0,64.0,16.0,25600.0,3025.0,13924.0,9216.0,21609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5626384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS Pilar Bataan,2024,14604194.55,221841.0,900.0,0.0,4.0,323784036.0,923187456.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57121.0,0.0,0.0,0.0,0.0,2350089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Ajuy, Iloilo",2024,15514088.25,187549.6249,596.8249,0.0,4.0,264177562.53160003,526169735.79209995,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16422.4225,0.0,5517.5184,0.0,0.0,0.0,0.0,1297047.6544000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Buenavista, Guimaras",2024,15514440.95,169282.8736,992.25,0.0,4.0,80928016.0,700025764.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31905.1044,0.0,0.0,0.0,0.0,710294.9840999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 3 CLS Barobo, Surigao Del sur",2024,9611535.48,76297.48840000002,127.01289999999999,0.0,1.0,57305505.6016,86986959.8224,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17897.0884,0.0,0.0,0.0,0.0,0.0,0.0,327275.52640000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 3 CLS Barobo, Surigao Del sur",2024,9651558.77,76297.48840000002,127.01289999999999,0.0,1.0,57353661.168400005,86986959.8224,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17897.0884,0.0,0.0,0.0,0.0,0.0,0.0,327275.52640000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
